RestaurantId,Cuisine,Score
7AkS0QtUcnyGvObJpLlDtQ,french,0.9980684
P1hH4JDmzCX9hs-lZ-GCNw,italian,0.5908161
T1bgtJcjtc-6xykWqBRfUw,japanese,0.6521676
_aq66KJxRGbc-VJkxemBFA,american,0.796363
-G5Bl97kXbL2SgzO6UodiA,french,0.6033478
eT39RKlQ8i5Z4ml0ZwUK-Q,french,0.7099417
7Dm0ramHbk77F4yD115WWg,indian,0.6882021
Gg3heBdQQ9Wr03icYIaIQA,japanese,0.5774665
ojbH3wnRu050hRhkmoxRiA,chinese,0.6008473
OkiPb6gNNRmcbB4zIIMx0g,french,0.7099417
p3E_1wktqB-Z4qtqqO9F-A,indian,0.7474852
g-x0AcFbyiQDvnkeus0BLw,italian,0.6706464
ui4Hhq2duXIZLuzev9531g,french,0.5438321
yQ7K4uFnxXxpBVbnOSR8kA,italian,0.5908161
8AMEjzaPVE8wDcEgI3_OEA,american,0.9994104
kqJApXkfFn42SZZG7QTc4w,korean,0.6507835
waQFCvxlJm4uEpL5a4qQbA,american,0.796363
jplPyiAUcDhFasdqozSnEA,japanese,0.9977196
l_RAv09V67j-Hm9dyZxWhw,japanese,0.5947537
w7zQ47EyJ6R7K_TEWZnInA,american,0.796363
EYSIZX7b6Sp6TNc_KNvn7Q,italian,0.6481676
pWT9GRkLeloTEKo2HkyKKA,japanese,0.5023544
-Exv1AEsaKU6Cdb2TO_ZUg,japanese,0.5023544
KifkRh0gGD0voBw4FHFCVA,american,0.8777873
rCCZWRpuzW3FhAHN2BB1Eg,japanese,0.6521676
_ZxbRvQDWD3uVu3o9df82A,indian,0.754352
T-oHllUXvyGBvhn3id5Vwg,indian,0.9984598
PhEuVS74xQsDrFXWVH21Xg,french,0.7169969
eyrc1L7VnWK0TcF9cheR4w,japanese,0.5645245
PqKY3hMc5jY3EFop34ObGQ,japanese,0.5023544
DF7PV0DE9z0LM4ae6XYeYg,italian,0.7363245
6p1hVVBEXd8jtRULoRUW5g,korean,0.9976112
KSUtWeFngYHhNff9DfjVBQ,italian,0.9980441
DlLYddNASED5fcmZzu9dOw,american,0.796363
7rxg-tWPc1jK7Cikn5R86g,japanese,0.6820593
E2zKMwHhz4--dyplQ7gf8A,french,0.6972262
ynIx549QFj29o84y1RSGyw,japanese,0.6450044
LRyA5LakzQpv1t6pX-AcGg,japanese,0.5023544
9lKYC8qs6owmBazkVR5XDA,indian,0.6850058
TdUhTJ7hCt0uANqHIcltOA,french,0.6341389
3Rah-cvFk79duFQ83voQ5A,korean,0.5514492
8nXo6lNJlXQQIdy8Kf7J9Q,french,0.6341389
asMg3FeJWauvaoE8MVxiBw,italian,0.6496425
jvx3UEV66_Q2x5GnNHGmBQ,american,0.9994104
RTES6LV41eqN3mfjkqASGw,indian,0.5993214
_G6lH3rUyhyIxXHyQWFlag,french,0.7726239
bJwcf-h06wX6Yo3kVkajww,italian,0.6311236
ZfuZ2byArGq-5j8zX8Afeg,japanese,0.6555792
cSg6wIFrYz_iYddUSV4BVw,american,0.796363
aU8ZfmIVm1Ii52QEX7p9NA,american,0.796363
Vs2IM_3Hyhh7FrzagM_9cQ,american,0.7422343
qBGKigOGn_flCx1apxPzlA,italian,0.9989021
WYhRkUATHRyXZrE55MArbA,italian,0.9989021
fv2mCAA4VtJxrwke3TH1cw,indian,0.5993214
_nozpz6d5t3KrabkzwFjpg,indian,0.5993214
8woH0nY6mV7GxVg6mtzrIg,indian,0.6561745
uTS2GevPXqsFKMgdpp5Txw,american,0.8196575
vBL9aYuf1e1cJbC8Z9TWvw,italian,0.8005324
eFS3e9ctodj4aBTzRv_vtQ,french,0.6270424
q23Br0CDFO6a1qx_7ItFKA,japanese,0.5023544
NlgC8TjNuf8sy6qg2xpqsQ,japanese,0.6612857
_zGsfwGAY8ZTob_mIFAM-w,japanese,0.6548782
JaD3WhM5pFGTwC5e7cHaKQ,italian,0.5908161
qfeCYi9MMD6I7jQLFqngPg,french,0.604896
oLA02lMIfgvbYquvXzkARw,american,0.7930151
_eDqIOQKEntGHC6JgVYyCg,french,0.7099417
2C2xXOJUvvWfNSw0nlcg4w,japanese,0.5023544
ZUrGqOG2cetGI-KKXk3c2g,italian,0.54072
cuUmPDEY-1KXzShGdpsqag,indian,0.7431202
IZ9-5z45wc3Oh_jlnX_Kcg,italian,0.9986269
uPe0efNw-uwPybeqccZ1zQ,italian,0.7460225
qkE8HdN6Kj32sUiq0amvzQ,french,0.9980684
uVRau5cd-OpqWIA-qsCiJA,indian,0.5993214
Rp-1kZ68rHia43PrOd3EEQ,italian,0.5908161
grDidrXGVm0tXJC8jnkqag,japanese,0.9977196
49k7dpa5cNgKM0TBb593IA,japanese,0.5023544
L3HDotnnzGKZfoy62kZAkg,american,0.9994104
5Uxgo1hIzZNPPGmh40AGWQ,indian,0.6576335
_h9aSxUXt256bbHZCQHFEw,american,0.796363
OCBvpZwdnTh5rL9vtCkwhw,indian,0.9984598
Cz6It2NB_QBXCjnlsWGZSA,american,0.8742384
vbGqzhH_exG5HOG1I23kvg,italian,0.6739074
31fcTAZjm1MG7abejOiI-Q,chinese,0.9953763
Be1Y-vAEMgo7lqL5alXgDA,italian,0.5153047
Ai9zcAveCf-eRPup4HIXhw,american,0.8259502
v4d2TBqxMmNzWNvShkvRrA,american,0.9031469
ab4_t6xm6Ejfu86vAQMxSA,chinese,0.9953763
9-15fqwnOxi99KuN8rRx8Q,american,0.9994104
N-rwVhnEtXg8yY_TlB_KZw,italian,0.7315873
xhlNNlVl3bXQQfv8agYVnw,american,0.9994104
qIDwDSiUMzzq-MWWirTQwQ,french,0.6033478
yDStP6k9r9CS0bcwSNbIyw,french,0.6270424
xsJ7dlFUX6ovtYC2hqEqig,japanese,0.5023544
3FJHcL58XRJmz5R5W9tKvA,american,0.796363
h881bFbXCIZdI99-mPOoyA,korean,0.5621382
PPd4Gd-YTZdgr3w0mJhXvQ,french,0.5438321
sNeefaiRztDQ10B4QzUi3g,japanese,0.9977196
Ohi-o00luDtU7TMpVtJHJw,indian,0.7369937
9W-iYE7L_xHk6AY5wTUjkw,american,0.8225055
ZNAOPaNS6U3h_LgRF7Eu_A,american,0.796363
hAmf5Tfs0OhllZHAmO-12g,french,0.7726239
FcYqAzyIaskH9rxibcrSbQ,korean,0.9976112
JAWWRCjAjAIKOflewu2gFA,italian,0.5908161
hpz6Bl9y_BJSmP0j1Bivyg,french,0.5438321
ckA5dhV4ve-QZXUBFI6TUA,french,0.5808082
ckDKWs7pyXpRYi06sVedrA,japanese,0.6725162
KxyH5zvTyXawl17lHjA4SQ,japanese,0.9982118
HGNqWrRYJNyhJSS8yia8HQ,indian,0.6850058
HFOiW4RvijuoblE4DD3JwA,korean,0.6687091
snTuP_j77QqoA7ZuCAMSWw,korean,0.5834879
d-DQwNxs77Pah2ys0q7w1Q,american,0.8860583
nhez4xxvwwYIQEN2Vrj9mQ,japanese,0.5774665
ED1MeTxK9dohGPA6DKslQw,american,0.9994104
M2bvOwAbCjLUvMbAF6h3-w,japanese,0.5629325
JEuIdK9hzci9g_TuwfnZ_w,american,0.9994104
DM7m4KG9jMOsTdeAnMbmuw,korean,0.6687091
XYdIb4Y9fCXNiHY3S1WAYw,chinese,0.9953763
gED3ep4dX5FP_FYVTkokIQ,italian,0.6366415
ZXQrskaUKj4_5jgFdBnD_w,american,0.796363
i9W3EVA6FjB6lWWSEmhndA,japanese,0.5822345
ZlwjT-jygnYqM5qDE0CuLQ,italian,0.6366415
NCnOkzbyfzDltnBnJySfzw,japanese,0.5023544
-VvrQWfbkQWeuGC4L0KcfQ,italian,0.7360784
q3QWb_zYe5TxDqByWv1bKg,indian,0.9984598
2SMaAUcbNjW7vSwdg38P2Q,japanese,0.5983288
i5cdbiw1KRyg4w0X44ZBwA,italian,0.5908161
04exhf1PZ79_Km9vHAzvfA,italian,0.7214376
6nnhmOgTeI6QmQS1LhMD9Q,french,0.9980684
z4RiUzzM-gC8J0Wyxjtp5w,indian,0.9984598
MMMDbtfpD1O_WNLoTuI08A,american,0.796363
AZXVhEWU2FAqI40b0ZvzfQ,indian,0.5993214
fmrtc7AsD7GS3BAfJ8QQHQ,french,0.9980684
ZKgZclCogcbI1_Tuw22Kgw,french,0.5438321
dSTqi-b2mXb-cZhUHPezUg,japanese,0.6501978
Jw5SWWezw3AS65bw7-msGw,french,0.7099417
XBWO26QblInZGftnSDD94A,french,0.6270424
Lw58gDv9ipwtOcg2EIJp3w,italian,0.6265987
gXnC_aZR09BvqEQKGKFjBg,korean,0.6442841
pC_QwLpeL2Enk4hBgDcRqQ,italian,0.6773402
gqFM-JsHftTRplYbPF64Kg,italian,0.6615712
KfaG5PoTEPpbODHBta9irw,japanese,0.6541159
vVVmHacu2YAxKfpIjhfd1g,italian,0.9988682
hVqZ4vihjL1gFTD-KdX-Tw,italian,0.8045137
-5xLqs3iGFbBkJG3QNh6Bw,italian,0.5908161
2YkqGzOldh-gcSSFkvP44Q,japanese,0.5629325
tx-BDr8CU-GL9BKmp5r3TQ,american,0.8752262
4VCXnljCrvEMgXEDUToQdg,japanese,0.5023544
yGQT6OZ-nNIhTKj32wRlmA,american,0.796363
kuSkLiSq9gHuytBBOOYeeQ,french,0.5438321
oIUdTViTYGfY9Tp6N8IfoQ,indian,0.9984598
wTaomJ5xoi-c7R_xKFmcpA,italian,0.9987492
R18bhjYmKxpwfkwGFlWW2g,korean,0.6271295
WHQpLvxkCK_BMtF8pIShnQ,french,0.7023234
0O0DV4tKQkp2lS2wGcg_7A,italian,0.9986269
itH4GH2Mw2D5n5kkQAtMog,japanese,0.6725162
IPhWpqIuAiEerKlLS82RpQ,japanese,0.9977196
NN3mOWF5e_pnR1ArqM2bHQ,japanese,0.6548782
ZCfqAtpASbibf_YaU1rIpw,american,0.796363
fBST87mwCyiYUSEADXOdSA,korean,0.7330751
trEnFaHqRkJqtjRvzx7PsQ,french,0.6883963
fgtw4swOHXEFwZpBCG05rQ,american,0.8742384
qUOxvK1j0F293sZk5PdSBg,italian,0.9980441
B2oluN-xUWvHkrIwtEOucQ,japanese,0.5023544
QUTSHrHw3qRZjf749VM1Yg,french,0.5438321
oL3NzwNMn-e02cxGwvsPcw,indian,0.5993214
I0i9YzRBQn6MKIUFIHpeBQ,italian,0.6706464
wqsHsMl_l-3R_L23Qf5d4A,japanese,0.5023544
Zgxqluk9HIZ0yKNTWMWpbA,italian,0.7542065
yKQZqmCbk3EkGC5ajHgEGg,indian,0.7391451
K9t9xqhbLIePem5Okb3J9Q,indian,0.5993214
caONwJqd4gD2rosEmR9CwQ,american,0.9085338
Wi3BncxVwN4z02JxmjZ4Lw,french,0.5438321
elPjOCDb8WmOpaQEI-AAOw,italian,0.5908161
HYFSOb5o4hppToeYe1va1A,american,0.8465099
y_tRUBOu3qg7lkaO2Xk1hQ,italian,0.54072
Wg4Mu4YXL_1NSVF9LAH_9w,italian,0.6706464
22RnbE0EAPsv50XzJhtnyg,italian,0.54072
BfhICClikxU7AG01nOOeCA,french,0.6033478
3VdNPvj6d6EJ2fZj7p1n9g,italian,0.6366415
-x81DhQ4eHrknZUcFg5g7w,japanese,0.6789382
3X3n5JtRZHwOlHnMkQTjfw,italian,0.9984046
kMljfja7weqfl_lzspjzHA,french,0.6813631
HSKcCmRFqzqG542Hy_eftw,italian,0.5908161
vK7iadpR_2eyb62d0LlviQ,japanese,0.5023544
oB2cpcZNyjDklNqZN0n8hg,japanese,0.9977196
RLkzURyVi8H2xwH8Zl5RAQ,chinese,0.5048922
Q1_UvNyONsaVS_VC1mD9Dw,french,0.6794028
Mo8Q_bE6ehr00L2KC0DekQ,italian,0.6366415
65RUNbor7l0IJcRrd4itTQ,italian,0.5153047
F37Gp6exe2v8yuzr_gy5BQ,american,0.8465099
JiFp_mv7OgRonaWb-1n96A,japanese,0.5023544
wXYSjd-tYEEFErI6RIDEYw,italian,0.5908161
AfiSqDmx7Q3qLLgAvhHSRQ,french,0.5438321
6tASYtO9zOrXr8-LPnAToQ,korean,0.6139853
tCFhIU4xSN6b7dbg3ApafQ,italian,0.6706464
ZgIs3x73_b29wiwPMIiOnQ,italian,0.9984046
FvnExtQHPfz_crDCBTQ1iQ,indian,0.6348199
zIpYFLBoSF8qyAUnkLeH8A,american,0.796363
enx0SZOoGBgeTQ_-aF8OFQ,japanese,0.5873903
Phi_yESeDQJduuMDdwX4ZA,american,0.9221888
mOoZZa6WIsgihc_TqyQcXw,french,0.6630692
BlBBmx4sLmoRW0tORiMDHQ,japanese,0.5947537
g-q-kRxdn2zh2oWOY-jKTQ,french,0.5855209
aac8M8uK8XUDBNUR_SyZdw,korean,0.5330948
upaVTWhLsxcu1HXqN8iHVQ,indian,0.6694286
dbCTJp9ENDVIquxBWONzWQ,italian,0.5908161
8NDTQb7JLHd4r0yDmpzjUA,japanese,0.6249565
9TgpYHVTut_qrnlsax23GA,japanese,0.9983146
cnMNL1O_dVtCdTyQwwOwOQ,italian,0.7196224
0laCKZiHrdM_ZKdhTFbGgg,italian,0.6481676
khZwIk7s0AqTk0jy0WPvkw,indian,0.5993214
I6optu9x0JAf8oT5lqJ8qw,american,0.8798996
Ps0cOZevNA1M9M5_z7W3oQ,french,0.6794028
YvL7_ZXp-VAhrOCy1mb-cQ,korean,0.6755471
NZaq_ygLr4N8-blY5dGx-g,italian,0.6265987
xwN13FauBM87BIQf6d18fA,french,0.5438321
V-rY0hlPjAghV14jOlVUiQ,japanese,0.5735595
5agbggvhHI_juAZRfCqtZw,japanese,0.5629325
Rxdoi-Sxsgu17JM-Xl--7g,american,0.796363
ULDVJYTT-47RqbLtlR_FUA,japanese,0.5629325
tDzTFko0plObIUPwRc31-Q,french,0.7099417
FFwDFLVBTQvuacl4l1ODew,french,0.5808082
JKhuSeyK8COi_pZaRHo2xQ,american,0.8411327
W3aQdTf2zob3_Bn-sqRLAg,american,0.796363
zTK8reqKrmV7U71YVHYYjg,italian,0.6706464
1ubEg-rrSE8IWXl6lJzIGw,indian,0.7606911
jQZu0WdLBYQZpdx3FDiOwQ,american,0.796363
5pRxCYQppSq0czjFDN9X3Q,italian,0.6706464
PuiSQqVdC38FhwXtWOPJzw,japanese,0.5629325
jCaV9Sc_I5cdveSsJ6gZFQ,french,0.9980684
QlQCQ_zhlVODZavGpPqrzQ,korean,0.644995
ihplCj2HKWR7z-bBKf8Nzw,american,0.9995408
AjlmpAQV8W4--y0EksO-9g,japanese,0.9984304
aBcQo4Xy-Lcf3JfVcn94XA,japanese,0.6541159
421KUeGiejZVAZYu4QhbCg,american,0.9994104
w7iv-eE7jCNKV9EBmRdkVw,american,0.9995378
ghzJoyW2FcEzWoXCMx95zQ,french,0.5438321
Cm_knZN7W1MaFEp8MkBBSA,italian,0.9984046
XfHgiIsoo1Pr_v04bx9ptg,japanese,0.9977196
us2cegdaGlJRLbSLZsu54w,japanese,0.5023544
T1k1t6NCxNa_2EZ1Sl-heQ,indian,0.9984598
ZgU1Jmw9Itx_bEveDXtiFA,american,0.7612632
KxOAVoyJ55G-gEQqhnBpAQ,japanese,0.9977196
xKZSIBaGkXX7ppIceuhiQQ,italian,0.6265987
ntQ7O1YPMIOrQkynhXRBVg,italian,0.5908161
bT4CDzyhV-frXV6ijvXnvw,korean,0.6687091
tT6teP3ZfCAfvdPdDoqG4A,japanese,0.6421406
LX6h_ZSXbepENLa3x_Zdmw,american,0.9994104
sX1YVKCSXqp03HdUm7iBZg,american,0.9994104
nVNLmnYK3cBPDSBx3qKq-w,indian,0.5993214
yk-urU0Zz41LiTS2ZBZf1Q,french,0.5438321
24Fe99IbeFWERDVN7QGB4Q,italian,0.6706464
fqr2YzqzG7q1ZsuP2klxww,japanese,0.5873903
HV8xairb2qct7wSHqNwqXw,italian,0.5908161
UtrW_dBuT5aqxSzx0FUICQ,korean,0.5282663
AR_0QV4O12sHojkky_IMkg,korean,0.5660706
r4D_1Jzw1Bl-iUYbEGwT_A,french,0.9984854
tRZcEKBNNwiZw1_Px_POag,american,0.8196575
qikiQkcPe40utb7uKDJMHQ,japanese,0.5873903
YA2VxHRtyHsHks4ZMQ4qjg,american,0.796363
CfFjKWynWAFLO9mUTxe4Zg,italian,0.6265987
2T39G7td_tFbo4pJ6y_1PQ,indian,0.5494725
raelHbSJ_gTo701c-KyXWg,japanese,0.6548782
EF4M55USa1ZNy1rP5Kuk2w,french,0.6888917
j9uuXTmbt4JCphSVg5DpgQ,italian,0.5908161
IYlO-XRwjZlUl0yoKY87cA,japanese,0.54466
m_BTgSsjn8T881XxMMmDuw,indian,0.5993214
5z17B673aI4MSWkKB1DsjA,italian,0.7477525
vakXD04_SQRt6gPKZJlHAw,indian,0.5993214
4hukJNoy9F2ILYJZWl4Xlw,korean,0.5834879
MmXZLVwWcYugi_TXSHmjeQ,japanese,0.7450737
mOP2_wjgUMqELKDL1Y-U-A,chinese,0.6008473
LpQIn07liSugCw3IIQNyvA,indian,0.5993214
1EZRvi0aGxpPfXq2EkUtBw,italian,0.54072
ZlNDeVv6UJ1cGzcSoypVOA,japanese,0.5023544
qixCJxFFrsthp8mgCy1_Zg,french,0.9983375
6lUsFj0KCao678o9L7QwUw,japanese,0.7037604
SxKvgnkMMZdhBJcxxKQnww,japanese,0.6541159
FR_E9_Z3WG5HjeIUyTKSWw,french,0.5438321
y-y2rMiSf5alNXMJTpTuDg,indian,0.6576335
3OT1deSiIYhrcXWJ1sD3wA,chinese,0.9953763
HV5DMBmEpQ_Nu6NSekJquA,italian,0.6481676
V-FCEicobl5Su-R7EVJQNA,italian,0.7315873
MvmuCDXPliFUYJ7B7Y02AA,japanese,0.6541159
0TQtFdpz_JX37HN1l_kZnQ,korean,0.9976112
5-om40_nCn9-TxnGRk67uA,indian,0.9984598
GqTgQEqwf3k5JyE7DHDhjw,italian,0.7416803
kb8XwDiipKL2xGVW2tj63Q,indian,0.5494725
BNdEbtO1rjCulgqK3zDnyQ,indian,0.6576335
w5B0FmQoEOoeURoFuguh0w,american,0.8411327
NeokAVr_On12_Qz3qy40yQ,korean,0.9976112
XvcRtA3pD6gpICLsdsQVbA,american,0.796363
Z-hDHjP4Eza6BA4G97tzVA,american,0.8780623
AOv3W98NlagTNKP2zxKkLQ,korean,0.9976112
q3_FgDWWuXcVGiNuo_OPBQ,italian,0.9984046
rphJgrQfcR1wOOKjyHzGeQ,french,0.6341389
6xFL5H9cVU2sAmEHZVI0gw,japanese,0.5774665
Mi_Sanw4buXOutZrMxy4Fg,italian,0.7542065
bw3D2i2su6PxCU6bsZ95tA,french,0.5438321
x9ADy3a--S_6Oqn_1KLipA,korean,0.6435112
1A3m0-dOhF2PKRU_8S2YYQ,french,0.7099417
G1HUAEpZcNHXO1V1gLoASQ,japanese,0.5023544
k1pKlK5G5LTv5Y-hT8ni8A,french,0.5438321
OOqlvJmCYotjLAWglgB58A,french,0.5438321
4Kv4EVmrQ8TdlSD7MW0wHg,indian,0.5993214
eyjeP9CJZ_gYgeJFP_vtpQ,japanese,0.5023544
Hm08ax_3XYLp_1XUXlAOmQ,french,0.6270424
-T_5QJwgPMxfXTeOmpImsA,japanese,0.9983146
ndd1BQLqFINytM4kbkCjgQ,french,0.6136666
D_3MGvklV55AAciP9dHttw,korean,0.6642283
Kz7hn14j6KXf_gYeC99rUg,french,0.6888917
rl4oh6gazLodmf09MbMjFw,japanese,0.5023544
Neiw4AB_s7BpLSxyUrSXBQ,japanese,0.5023544
hevbe9F6sYPguKO5whPSlA,indian,0.9984598
r2nIYBSyXny1-7XvsL2PVg,italian,0.9984046
s8W7-_v13OFJ-671FpL23w,japanese,0.54466
GVaTZnN7a-DkrK57l7BbGw,indian,0.9984598
vhzkJobCGQ9cA93k19gbkQ,indian,0.5993214
0ePn6TQSJQky4ueKeGQvpQ,japanese,0.649614
QK4oWeb8EItwV5U3YH_R8Q,indian,0.5993214
isIFCDLE3VIDJcqhVy_klA,korean,0.6389475
zRhDhbutGwC9KY_U_5VYdw,italian,0.9984046
qbEuBOWUXO2s-C28xJ0tOQ,french,0.9980684
c06A8F4Z3hP5tJ2VetxCjA,korean,0.6435112
2Nwmd7-1d1rI6lb9QSSYYA,italian,0.5908161
4eGCuMwKRCCrYHOobEsFpA,italian,0.6311236
Hc0p6xWxJthMZIlckFzgZA,french,0.6270424
xUD5j3fq3CExLfyV-GhHPA,japanese,0.6612857
2Fpw5OH9TCEIrBuHmN3rGA,american,0.8225055
HUEj_yVB1E2mNNxW5PqUtQ,french,0.5438321
iYh7mB7PDd5ZvZZ4lFPF1w,indian,0.9984598
FJepPR5CYRggxRwAjlqg6A,american,0.9994104
o5HNVvccTdsiGjT4Pubddg,american,0.9991994
zLNOCv3hmzPNO8pchYdBpw,american,0.8504266
e8EW89rpbE1G2Ev41yypTg,japanese,0.5023544
OMv26_R8kaek1G7_QhBPkg,french,0.7726239
N7Q2g_k38wOUwliyReMRCw,american,0.8892435
yH6t1JWcwkdWG4CS5KPvow,italian,0.7315873
g6QOBY2bmEw5CKfiZ43egQ,american,0.9994104
38YuedP0ItlKbC-ncJ1XCQ,american,0.8795042
kpXDpjPKLKMjvCne8cEAjg,italian,0.6773402
A8zppFZvBDGUKRSUrzJWMg,french,0.7080536
-EXo8_SFLvSpdKzGTKqiAw,korean,0.6642283
VxouUuPQkyZ67qOWJ-aLvw,japanese,0.5023544
l_jZX0IQqHzCwC_7KcKS7A,american,0.9995818
EJPqwdHlr6smIgI5SFP6vg,indian,0.5993214
yXwzpfdsDQqg9k5odYonFw,italian,0.6615712
bxju4seaE8hE-HpLrBomgw,american,0.9031469
ywAq9nvr9jX1S7-_HjA5ng,american,0.796363
hdiTkEnD14VpXNl-APTg2g,japanese,0.5023544
UiBQ8Uyu4wfOtEM1Rr8ycA,chinese,0.6008473
til9hZedX5st86EamUudMA,indian,0.5494725
73ORfmj4Et2DVWtroer50g,japanese,0.5398479
cZAh6BzEeMI5fofWeDvuhw,japanese,0.5645245
zDiKwE9LPwWo9k2kdwMEZw,indian,0.6561745
_HXbBN8PlW_Yjl_SFyiNtg,american,0.796363
Nt7vyXyaxnyXpP4NNgrSvw,indian,0.7266888
e_Ee9lzCrTTjghDepvbM9Q,indian,0.5993214
N6GRJhXLt3LTA-DbI4g91w,indian,0.5993214
1-7C5Kv8B8PiIbfL3_uHlw,japanese,0.6521676
3D6UAhoKnF3A03rX_v5ngA,french,0.7517423
dSwUPtfJSbqgqfSzVNqDrg,american,0.796363
oQTe8QrqH3FoBjasH4nMNg,american,0.9994104
fKsGFEKMD0e39B7SW-G8xw,indian,0.9984598
hV26aNvpfq5g34SI6_gvJA,italian,0.9988682
HfJhenvKDi-ds8SUJFwrLg,japanese,0.6264811
1VulIvaA95_ZjBIs1O0sxQ,japanese,0.9977196
xhuDOqY9G5mPuSqBnMCaYw,french,0.6136666
mIhqKMgru4002wfrVW-Gfw,french,0.5387372
17OE3Vgm-QN98Ro0AS-A3g,italian,0.6706464
MHuhN-URZQ22Anrpu6juhg,indian,0.5993214
HPvz-PHt2PYWV_X9eQSlnA,italian,0.7460225
yoGoH-1kDWMrQBI95ITo4A,japanese,0.9977196
i6RhqnCJ_oUfTu5LikGXUg,japanese,0.9977196
a1M98M-JNpWaY4NmRDxqhg,american,0.8225055
rzE_duqZUMHwBnHJe1BauQ,indian,0.5993214
FeSynfcDT4qB2kDixHUQCA,french,0.6220632
zITa5nzzwjxTg9zPMaXYvQ,french,0.7080536
PF9sOfpRWjQGviligM-lww,indian,0.5993214
u-MUL83NUy2gsbV80WZnAA,american,0.8742384
WYC5bDFrwYKsc36w3SWfUQ,american,0.796363
sAhSxnsrDuCXJOpoJcJ1fw,italian,0.54072
lTa_the-LGQxdwKhwfwVyw,italian,0.6481676
GRhA1hH1edG48tj2T5I6CA,american,0.796363
nBy8KtcUHktPFKw-VClG1A,italian,0.5908161
zXuwcp_d3h6fVa9CarmWzw,french,0.6033478
e4YHihk1HFJ1EB7oD7dKDw,french,0.5438321
0yg9DS4RDceQ6HgH3Jx80Q,american,0.8465099
584s3OuGN7rVLZDXQ40r7g,american,0.8892435
7lv8jYYurEBFRglhPYALkw,japanese,0.5947537
Q4lFkP8mC4PLnPErm3ibjw,indian,0.5993214
KBI0MmqaD0DBrzOgS_upqw,japanese,0.5023544
qEbymH1mLayEkpDf4J1moQ,french,0.5438321
7DUPGtHqVZHJ3yIufbWLsg,indian,0.7331305
uby3glEc0Brt9LAoCI0WTg,french,0.6921131
IH7POsW-7u8REmanJAWDug,japanese,0.9983819
P4hm-IKNMbBbtfWSvPf25A,italian,0.7058001
acXWoQ2wZnpzRV-0V58YTQ,italian,0.6481676
SprPbseDvZBcWCfh_ZZt5g,chinese,0.9953763
9heTBCW1DDAKyO0GrY3Nxw,indian,0.9981118
HZWHBfeuP4Fb6y8b8uqnbA,japanese,0.653995
sMoKKcyUslHmHe0NmCYgfg,indian,0.6561745
n1xpGOPa7XRq4or7QLjzHw,japanese,0.9977196
Lw044EfH1h3XhUhri3ExfA,french,0.6899332
yb9o5T88FPUXYOzxyXlUcw,indian,0.6561745
nPF15WmOjFFZu1Uad3tUMw,french,0.5438321
IxwuIDcpRa7EpQs7V481Ww,italian,0.6615712
I9ScToNzfcM8mS8GpG8sTg,american,0.9994104
wjIyCBEpCG_HRp8veiI0YQ,japanese,0.6442093
FON3TceJNsTC0I0mzBwOKg,french,0.6907318
889z8wsV9R1X2CAp63wrsw,italian,0.6615712
cUNFGQB2I3GI_vqy2OBW3Q,italian,0.6481676
gsZUN1Vtpd3P7rdvANbrmg,indian,0.6576335
IiIzeFqe4tJiHaAWyw7ddg,american,0.8504266
zOOTRR3jECoUwagYA9QGVQ,japanese,0.9977196
1gk8TCOubwKmGJZWxVRmQQ,french,0.9980684
eMMF_kyHQIrX_An67wYcpA,american,0.9994104
ePVlFbTzdVQFWie__kdplg,chinese,0.586049
x7hsZRd_MyrUgAW91FM9qA,american,0.9995944
EXEDl7BOLZksz3Uy_RVFhw,japanese,0.5398479
01eI6pT0doZiu0nm-Gl7RA,italian,0.7857486
977Z9T2iZel4JV30G0aLIg,french,0.9980684
WoAvunLY0_L0ix8Vgit8gQ,american,0.8225055
7MzisfVMYsZYTFJv9Unpzw,japanese,0.5947537
jwO3r6QVi_h9KxUFYetKuQ,japanese,0.5873903
ORLEaDESAXztvS5yYYW0oQ,american,0.796363
T2fE7hGS83Ba-QNCOqbK4A,japanese,0.5398479
3V20VbC45XL4TBYTL9DrOg,french,0.5855209
6hw4ibsutVoMl_RK0aAJ7Q,french,0.9980684
yx8cpBwPttpdBvm4V1EawQ,indian,0.6783955
VQ5YGa4L4AT3ugF61hM9qQ,chinese,0.9953763
a-gG1ZBVBM1VJ-Y9JLUnhA,indian,0.6850058
fL8LOuVbCzop2I9cGVvEUw,japanese,0.5629325
P-XnPhzdGbgbMYIcS0cpTA,american,0.9994104
iPLXtSD442PQXnlC5jAqbg,italian,0.9984046
BPZfuPvSxCfoppU4lPFm0Q,japanese,0.5909729
ca87UUQLsgjbVvHWg8Su6A,indian,0.9989074
JYNBy2r3LVhJbLHE1bASfg,american,0.8806991
UIEeOn92c5TYtGjjRJiQzw,american,0.796363
FscXu9Lut9UA8ItjPY8WIA,american,0.796363
DY2wlHlgC5eHITs-d5rT4w,american,0.9994104
_4UvguU5z2hMsHXlYedFXw,chinese,0.9953763
xfteqQMPBB4VKnIv7dfhSw,korean,0.5660706
568WjrSYMqd6pnYQP6rACQ,french,0.9984952
dMrF98GlFYIPKYY5NVZHbw,italian,0.6739074
03-WCL7HaShHkS5kAk6lVg,japanese,0.6566294
QNYqjEyw9xEYRzzQ0OLCSA,american,0.9994104
I2VuFUqQx-L1jC49Aa0F0Q,korean,0.6642283
gk9TTbVQxBPMRm66xR9l6A,japanese,0.9977196
