RestaurantId,Cuisine,Rating,NumberOfReviews
3Yt69_0efGNBipTHK1L2lQ,korean,3.5,68
Dci3yvrnPZ5kOF5t3xV8gg,american,4.0,181
bFUVp77ApNkACqXvgiekPQ,indian,3.5,591
V3mSoUHcuFQwDHBPLTSbdg,indian,3.5,24
Ex_qolTE5syJ8so0NscfGw,chinese,3.0,38
Y7cKrhINvxMtYGh5I_V60g,american,4.0,822
U6kLMaDnq6tBD83U0YHshg,japanese,3.5,147
YHXsmYfxbgczsq8Ie1_C5w,french,4.0,117
-NMywXk4xfbY-KPEd0AAgA,korean,4.0,129
FtxaAg8ohX2vp9A3sQ2HQw,french,4.0,466
Xzc4Ex6Vx4T-RBc3N9fW5g,indian,3.5,48
iHwhkW0LLlu81ZCir-lFQA,japanese,4.0,306
Q1TpfbuPwKPFrNFyu-u2_g,chinese,4.0,86
16ZnHpuaaBt92XWeJHCC5A,italian,4.0,1056
IgERw1hR7AC8Yozdf1lpEQ,indian,3.5,130
jDIVPYpxQAk1HUAi0NIlQw,italian,3.5,591
W-jUQk8h_77HLQVrArsFBQ,chinese,3.5,40
M-odQWSEfsR2mVEw7nKG-g,japanese,4.0,1775
xtxcAUvrD4dWHJd0cwvW1A,japanese,4.0,141
0Zjp3JcxwNijCBWEKd7Nyg,japanese,3.0,98
9MIkAs75TQzdwljVkUoZEg,japanese,3.5,99
4fQuriJ0mFzzG6RE1cRV5A,chinese,3.5,28
LQ6x_oaOhRrlG9i8p-Fubw,chinese,3.5,124
nBkSqOhZMa1A7Yk3q8VPaA,french,4.0,513
GBk_i2qnjMtQIt_ntJpzbw,japanese,4.5,10
f0CAuvkgAByWo4ceT3u9uw,japanese,3.5,267
u5-S5ElOzXnavuZ2gFsCpg,chinese,3.5,155
mSUN6AosDrAuM9H29qEhgg,italian,4.0,213
5K0b-fEk96xUJCV_5ytNog,american,4.0,243
g3FOPlO-Gp0J4HfjurW74Q,french,4.5,119
RrYu2qflS9MkK8U8kwbBXg,french,3.5,241
goIlFGh8EhPQ1fJlzn-NPw,indian,4.0,17
_nVQz6zVQq-T78VLu2nh5Q,american,4.0,25
oaowryQAF13ka42VSb8c1w,italian,3.0,75
U8aIgc3iHP2HDpyqFRfvCA,korean,3.5,49
57c2ImG7W3zamMOoimsBHg,american,3.5,69
yDKChr-KX1Q1TbxUjaQJ_g,american,4.0,73
JU5d81TYm7IJHWqOqJWMqw,french,4.0,61
rU9cKxAVU4Gd_JhAqp_bTA,american,4.0,1664
5Vzj1puJsudW6RGI6B76SA,french,4.0,1
1ExwosnCMtb7D3SF5ovo6w,american,4.0,174
eODPY5rejL6CYvN4DEqwrg,italian,4.5,179
WNF_VEyAkld2E1xGvSb2sw,japanese,4.5,56
8nmMip_O4vcPDcujTEa_TA,japanese,4.0,168
7USePx0k_ENmwrw625X9kA,japanese,4.0,46
QW1czVOqwkNet53Km_BIyQ,japanese,3.5,142
8oWkHl9tITphtI7KY4kT0w,french,4.0,231
kr5fRwdHtVwPPwSJxm9Fkg,french,4.5,160
EbX_9tqAJs4gW51gZpOB7g,japanese,4.0,517
mBZUWdasmua9XOsWy8xdWA,french,3.5,157
HDDBpOKpKqRza-IhiE4CTw,american,3.5,310
mv8dMMzzrzalso3sYCP_QA,french,4.0,1191
ziwipi8JK_ik4mLaw1fTGw,chinese,3.5,30
0k678lCWQyReNi0lARlOmw,chinese,4.0,473
qMn3Qa7gDsD5vnFEe_5gYg,american,4.0,3
jc7lVTvmYMIK5RNpENtS6w,chinese,4.0,97
ibn2z12D6Hnf-KiDg3nxiw,american,4.0,196
pzVUUB9bXZMK8KvRLOoUWg,indian,3.0,1
4DAZkjChkyQxgiOZt6UJmQ,american,4.5,89
al1JahwY9PlEU3QRYmO4jA,korean,3.5,2
q1gZLXETOCkRrOESCcjdqw,japanese,4.0,106
C8Ctyq7pXOPESK8cz_X2CA,italian,3.5,253
p-JaS3lxVQGdJp4ikjzqfg,indian,4.0,150
-26Q-LXjwqgY4Q47ZplfOw,korean,3.5,40
BSv3awhABROYjjwlQaQ-Qw,american,4.0,466
w8mt6JTk8lUe7dTV6hASEw,chinese,3.5,47
uTVfLJO4kYuzJsfxHm-BGg,japanese,3.5,31
RFiR-vXB46apdqHYr4S57w,indian,3.5,10
owYYuyLvlsdjLz68c3SSfg,american,4.0,526
WI05doY7Zskp-hfdCODRxQ,american,5.0,4
uPXehVdHJ_aM1V17iNfSSg,italian,3.5,63
uOwNAh9yZuq7yItvw4pZqw,indian,3.5,92
JOvcJqD5eCFrGjFa6k7vpQ,italian,4.0,142
W2Dj_3C2ySoXgg1SaGVj6g,japanese,4.0,439
b2d8CP6sKQotFjzZX0Thtw,chinese,4.0,14
SGjNkoNrAXIIHF5NQFwJVw,indian,4.5,156
paiZOon-gS4PDRWe3DPm9g,korean,4.0,21
7KO4zcBtc2-2M5kJLfl0kw,french,4.0,339
oIpNF3AJwqZlCs9fmpyFOQ,italian,3.5,150
hfO1-9BjdSLjqErFT265ug,indian,3.5,2
ip733nbgjaMMazfQ-Ibhgg,italian,4.0,464
2TWVQBY6WvzvaU1taRXHCw,japanese,3.5,395
zRW7Bm4t6dzHQbPKdgdEdQ,japanese,2.5,26
shTLI1GCcZ9rosFdt8d2Xg,american,4.0,420
QZY3xdZvrhfBLPRVr6ryiQ,chinese,3.5,7
AAQDZdKhtcX7otmOfOF9nw,french,4.0,521
Esgyg0dRzBQJFMuVSaCYww,american,4.0,149
rupPZLhd0oRSAmVDaeYaGA,italian,3.5,568
lxZLwDX6gFTjSPkcVwqiyw,french,4.0,1
-km0gGCxrhcvD62mlDvV4w,indian,4.0,132
ct58a_D8Z8DoJt7luB50wQ,japanese,4.5,66
YKao3OFejm_GF-kepyI90w,italian,4.0,301
emw7TKdn-NXKOSAeETPr-A,korean,4.0,42
XKy4Cy4uNgO7rxhH4yFJQQ,indian,4.0,267
8Fij9sx69MUc5iQl-5PzMw,korean,3.0,16
7ZQSMqWzvXMSetXnii2fBg,chinese,4.0,356
F45gH5oEHbuptyHLRV8ZWw,indian,2.5,14
xi_QX5uArqDM4LeL4WIv1Q,chinese,4.0,16
vLaaNR3rTeSFEZe_nn43BA,italian,4.0,198
M7FR0flXH4yUq5Gh7-7Vog,french,4.0,314
jhyg04zQZqW_HWLq5qjsMQ,japanese,3.5,64
I-5p67rFCMwChxsG4d69Jw,american,4.5,39
Uev0cXa6nx1rZP07kmCHow,japanese,3.5,42
nVtJOWn3XlL6MSZ-YnU6iA,italian,4.0,60
WaE2Uab1AJA3myn-4WNPdg,korean,4.5,2
f26O6kd8FCWoCXfQUNWJ2g,indian,3.5,81
BV5Uvivsv_8_wCLK-S3eLw,chinese,4.0,131
WoZnkXZInggzgQM_LbDpGg,french,4.0,153
ud4-0gH8YlAExTBJoADPtw,french,4.0,474
5ZWX85Le2vNrtAw5s9lHdQ,american,4.0,81
bW3mY-voyav37nU0uaLmNQ,italian,4.0,176
YvSCXoj-z1eS2soiXQSIFQ,french,4.5,124
xZ96vaoL-cQjfotmUKtjJQ,japanese,4.0,839
HdYmIA2jRBbKnU1mGJ9a3Q,american,4.0,110
YLneWqE-Mixh9BCwnS5QBA,american,4.0,19
HVWlYTXsR9Vx9ZoxJQa2zg,indian,5.0,28
bSdguSmgdkPBfmD0bPUYKg,american,4.5,18
UJSugMSGxB4vzBaCvmLthA,french,4.0,108
ouhpws9JRRhbV0AhYh_RRg,american,5.0,4
24me8lxwpZS1QWGf57bAqw,korean,3.5,341
TlKUPuAnVptyR2x1JHSqfA,indian,3.5,123
pV-f6jq8mqNWymbPyPNmzg,french,3.5,424
bEec28P1CziowM9LrNkNsg,french,3.5,211
UJe9_p6NEl0kA6xHVo5PKw,french,4.5,42
s4pRTGVcKMfybxpyKu4KzA,indian,3.5,47
iGonCEvDXwwxjABRdwQ0sQ,italian,4.0,69
oCeDS1HexV3bWSJLxmjqXQ,american,4.0,292
NmWRyxPPk9Up5jZIWQT7jQ,japanese,3.5,66
hB0DCqfyHKGI137Gfg-yxQ,korean,5.0,9
3n96VKiKG5Tte8z-U-TaLg,italian,4.5,283
NDNdv06TUHhvQV1VYgrr3w,french,4.0,14
HFn1sPqKSzvxaMk2n2ZtJw,japanese,4.0,488
l1EdTmBBFzxQIZDftPZeUQ,french,4.0,224
FXFQJmhK6elesopXdhjvFQ,japanese,4.0,64
xfpq6PpkYLAwIeFWQVkiGg,american,4.0,102
dP6SmZ5E5Nj64-3zZMjGSg,chinese,3.0,38
u2E3z4yUyy4Q9m8NoLcdfA,japanese,3.5,114
vCIMRKwMV5ehPYPb7sd2Lg,italian,4.5,86
AQaW1dsOhh2aD0qEX8RYZA,japanese,5.0,2
ykTc4pZYEAY0Esd0yVFSOQ,french,4.5,32
Tw7bIH7iyI1mK1o070w1Vw,italian,4.5,66
gqTikTCIS01E2m20PzHoDQ,french,4.0,241
eHcQP7EGKoPPSHDNm1oQaA,american,4.5,38
XgNDhlefDhJ3TimoYrNlaQ,korean,4.0,94
oKd02vbJ5jvseMR8YdsG9w,korean,3.0,44
2h12doe_dr-_pj52ZrJ5hg,japanese,3.5,60
iieHiReZ8XDDEy5qtukuVw,chinese,4.0,8
_kAe3HpRbNUTVVG8yUdbhw,american,4.0,246
VXcNPY1lEWFldG57IRwAPQ,korean,3.5,6
2Ga76-_btMgRTcHPy7kAUg,italian,4.0,186
v2w_gKvV5kCk8a-nGDPrEQ,italian,4.0,47
klAhw3xLQi9GF1tf_HnS7w,japanese,4.0,1696
6gE9N5wD4K-bbmSEBm7Lhw,chinese,3.5,45
5cxNrIaZFmcCzP2NKTf7vg,korean,3.5,83
3adJXvbiqtOF6mmzeGXwWw,japanese,3.5,186
xKIv_b2L2pUHmsoJ-xOepg,italian,4.5,250
clRkIWrwyNVpcZdhrYVB5g,indian,2.5,17
XCnXYqZrUMAz9b1np3GXDQ,indian,3.0,28
XAeGAF5MGr7P6A13SnXbjQ,american,3.5,297
e-XgOOm0X4Lk-gAX45Bj1Q,italian,4.5,40
pKnqJZpCX3xYIURHOnWuig,indian,3.5,14
o2SAcKbfOMkA71xUfyee6Q,italian,4.0,139
M8FNsKsudKbBcYMyH5bjlw,japanese,3.5,272
7fSrrMD75A210TJg8oq-6Q,american,4.0,650
Wcnig4807LHZyk8z08IeGw,italian,4.0,35
Ms1p17KsYteDlkvHnllC2g,japanese,4.0,731
nb-enKBWAbJ1L7Db4zs8eQ,chinese,4.0,7
_dPvXYXLYa_-zQapdOaQFw,chinese,4.0,23
Gn7oaWjBoEGHe1_bfsBikg,american,4.0,140
QAGFu7pqCAZUJkYkUB5pjg,korean,4.0,532
mDajKjZjRN4tVGEJFOgF9w,chinese,3.5,216
SUbNA5z-LokTPQj5cdds8Q,french,3.5,517
qCfaCVSEJlz51a9dMg7mhQ,american,4.5,13
3fQ9IExhN9KMqGHVm_9AEQ,chinese,4.0,46
GZvelhGenbfJxc4_SG_RJw,italian,4.0,349
vEYEs9McRtRdKBp2XfRNZA,italian,4.0,59
Fuk7jDI2XAcvHxqau5rKWA,french,4.0,269
tDYk6DmmU3buWBs9G0NBXQ,chinese,4.0,55
LaMbEoM5Vw9CQP5usaD2xA,indian,4.5,75
uP0zrPN8vCMxTe1jnsKsZQ,chinese,3.5,38
_oB3M47mlg3dJGKKIYkRIA,indian,2.5,13
0FaLilJs2VN83hOEBcBnPg,french,4.0,303
AtUxlW7ltZb73ZXMwpkY_g,japanese,4.5,215
dv-RaOwKFizDe4c5-sVJ5w,korean,4.0,209
neabGe_cEiXaNE1rESYPjw,korean,4.0,67
JLpEKUYAtzBRQwsUL3RPIA,french,4.0,254
LyFVS_a089B96WTEGLNpeA,italian,4.5,100
3J9hH7EJdBv7_TjaQQqsJQ,french,3.5,6
HKlcHprrOCbwMw6x71zYLg,korean,3.5,197
ZQrmos0TEPCmMHQUreYvpw,italian,4.5,14
JkH1dB55OvktG7IQscG6WA,korean,3.5,231
xYWa1kchoGxjgH4ZsatAJQ,american,4.0,4
PPhUz-roOHiIp9vA0rEoIA,indian,4.0,12
b7cwwjX2vT0v-xc2mySYgw,indian,3.0,6
OFfZUS-nu6NDnsWe1B2bUQ,japanese,4.5,293
5LqclCP-RTj61-5QNo0jZw,french,3.5,401
uv7iMV8JCW0BT6-S8uiJlw,japanese,3.5,66
8y8_xwiaBtCVYA4Jjx-5AQ,japanese,4.5,83
yNk043q6XT2HmiL_CcJqVQ,chinese,3.5,6
fePu8xy0ir_ikZcS_vVSBA,japanese,4.0,741
SVJNB9LqI13jtVyKMZVqeg,chinese,3.5,376
NqFXD7bZlA5xvFGxXp3eog,american,4.0,220
-r0CBmuraX-_ef8jU7Cx2A,american,4.0,334
MyQV4i518ZO4CLudtR8gLA,american,4.0,390
gl1p0g_BN_DC4Eh_hRaUEg,korean,4.0,169
WDCA17TmVOAMWgMLHc2E6Q,american,4.0,297
ZLiN64ge9szKqg-9N6mQjA,american,4.5,15
iU9ccAdtNNRgV-jMKj13mw,japanese,4.5,26
SNLHzjmVPgTYjhfcWY5Qxg,chinese,2.5,11
Idx1__FUB7CqnhS4aQWGFQ,japanese,4.0,81
Hq2FG_zs4J7BTFwUF0VYrw,chinese,2.5,15
tsiC3VpO-hZEb98Qk3p-DQ,american,4.0,2142
_lS5EcBhVur3zQ5wxryGYw,japanese,3.5,146
u5gLdI6l6zsPxL2kOYbyfw,italian,3.5,603
7NFnAxUjfiYg8QrGsjMJKw,american,4.0,30
ZBuUVSietNeZ0sCD7Z7Hdg,chinese,4.0,18
dzlhiEg7nE49iReUC10w_A,american,4.0,337
JSexQM-wn8HvWmfxu_m5ZA,italian,3.5,377
DyPK6IyY-8xIqQWT4HqJNw,american,4.0,177
5QgBCrAbXbM1ORiqZDrBPQ,japanese,4.0,1503
hUdRX0a_2ZZEmB8KCp-WYw,chinese,3.5,58
pMdGxqqo_bJQNwvwj2XpcA,american,3.5,21
SJ6gBwqF219nV6dAZBt93Q,indian,3.5,24
S2NwTMDe4Vcs6nAoTeMYlA,chinese,3.5,317
xq0cX_DgxiJMXwhmEl9kUA,chinese,4.0,1045
85Ifx7JdvYZFvXmSo7LwVA,japanese,4.0,182
clSdWAI5F3uK6QPcmJIwNg,french,4.0,118
DtNAMUi4jKyQS6MwFTfKqw,french,3.5,20
0WjxE8_KSd2bUFUA4WSn9A,french,4.0,152
Q7BJoR01V9YA5BTzOSgaNQ,korean,3.0,6
I8rG7zAwNbBOji-R8MYwcQ,indian,2.0,1
e_2o3neKJ5vwDXKd70XLBg,italian,4.0,156
6nvauDS1LzXU1CVweD8lKQ,chinese,4.5,5
x-53zwkCxlSuI4nih4YZ1g,french,4.0,236
evHWhvANb4cvraeAzow0vg,chinese,3.5,8
lQgMrqcMZghWd45VIhkUAA,japanese,4.0,132
XJxoBc_3vvDiCCJViLNfJg,french,4.5,198
wp5BpfUi9Aa4T0Gk0bnhag,italian,4.5,21
Y3d3m6ut-7oTQ4lFfnPvXA,american,4.0,237
eZngz1akxl2qrNCbLP4hHg,japanese,3.0,12
ruE5cqNFvkkIgkk0dL5pYA,french,4.0,443
0BzxIsoRuFvxbMPl-iH70A,french,4.0,737
V2oWqXcoJkgGeIPOaS9eDA,indian,4.0,477
tznio-FInuk87Y15Dgq5iw,japanese,3.5,733
L7SAE6REtK71TNI2C98_bQ,indian,4.0,232
YT5Ywu9y190B4IGIlBetzA,italian,3.5,578
IQ91FltwJmIPhS6fKKf2pw,chinese,2.5,48
uFhZ8B4gnMWAg5SUgG6Jsw,french,4.0,96
dv4mMmbCAb7FtUj1Md-K6Q,american,4.0,113
nrJtX2BcYW1e1zdokH_aGg,japanese,3.5,130
qWUJq3Kc8kNV3FUsLeesjg,italian,4.0,55
rtivWWzG0XjUuhSrwusTgQ,italian,4.0,58
toQw2i2Ffowie28LnZCfSQ,french,4.0,901
W8flNX3SneJlQBQt7C9Q9w,american,4.0,213
OwDRIugcA4LkUuTRqpJsog,french,4.5,135
V3USzFEGhuoXez4G2Rk11A,french,4.0,674
ciHt5n5rmpby1YcC_6JVrg,american,4.0,601
sXxpqjRajbspzLRdv_6QBw,japanese,4.5,92
np98mkA22LYf6kCwCL59pw,american,4.0,675
dj_MzBCMIwDOTvW3kWIC8g,korean,5.0,2
JCZTtZBWNZmHe52BLxfmYA,american,4.0,62
kZIWqN41LuG3AoOIFo2RCA,french,4.5,90
e5VNqnVitx8OrnINaMMCsA,italian,4.5,129
Z5JY0Wq4dctTdlFQxPVECg,korean,4.5,137
b2mz9v_lYZ0J-cOqAd_aeQ,chinese,3.0,59
HSQrBVZ0wiXYs96yEt2qUw,french,4.0,270
Ucxhqn56VtC-eYjdNsg7Og,american,4.0,719
WSLLDIbBDgIuG5MlV5eOCw,chinese,3.5,9
VakC43fJQAT5c6f3rqPlOw,indian,3.5,25
8Ma7tPa4s3iVabqeGCyZdg,chinese,5.0,2
15k7iqFbhf4h8L01yggLqg,italian,4.5,290
NMVRHrkdp68twl4CWo1I5A,french,4.0,741
_N92SH1Zi-Hbxn_bNHFz0Q,italian,4.0,492
xefmiLAsKURFc6FDGSRgfQ,american,4.0,71
h2HPWsBX3ABNvLHbP3KzqA,italian,3.5,27
LztkKM-lvRraBbS9TVXzcg,chinese,3.5,73
W83Dpm-rKABQ3rnfIq_xwQ,american,4.0,210
KscSF2Bnwa_wlg1MbdFjvQ,italian,3.5,122
wcs0Qm2PshPz0ifTsJK3YA,japanese,3.5,189
kyJ0CtJ2Lrid_YdZWobf7w,chinese,3.5,199
VF3wSCRC3mE6JpBQPQXELA,italian,3.5,665
4ixWiPyYysS2i8LAg4qzrQ,italian,4.0,57
cn4pmndnUTXEJ5N-4hTKOw,american,4.0,12
ynB8T3htx8s5V0YV8gVPGA,chinese,4.0,359
U9bU_xY11bu88lYZwnMVfQ,chinese,3.5,33
BLOhJ35G077GpNCNrKgryw,american,3.5,25
0xlBMTeY3n_W4h8exuGG2Q,chinese,3.5,18
E-BNRjYJyF1UjQCSImMGjw,korean,4.0,51
QlZNc5HhxtuEWUQSYf7JxA,american,4.5,7
TK1rbgBEPQWyxF4pu973oQ,american,4.0,65
wQU3LMmOPNzxL-ptOi_F5w,japanese,4.0,486
UyKGUI8V3Sj7-AIDebbstw,korean,4.0,11
jt-0y4RJ20ONbkxxNWG_Sw,japanese,4.5,78
DoSU8IPq-Py_YV3kYmXPfQ,italian,4.0,1727
NJ7zULzFvPxrt_ILMvV7gA,korean,3.5,753
Ziqm5UwyCy3kATJVYYmANw,american,4.0,68
xnrn6Ibn4T22vTjYX1H1zQ,indian,4.0,15
hrURGD65Y3P226i0rQoX6g,italian,4.0,39
cpa5Hof9CtdjmlM0qsLIog,chinese,4.0,23
d8rjBRM8etCFhG5XzzvoGA,american,5.0,10
zwFS-FcGe062to_rWWkLCw,french,4.0,669
gWuHmSQ8G5FiKv-rEogwvA,indian,3.5,377
8PMCBdbP3GBJ1p6XILWPgQ,korean,1.0,2
3BYgbjo8MtaIyLZMdTxrOQ,japanese,4.0,293
c5vz72Q9mAmRs2NZUsWpRQ,indian,5.0,4
ugzHlkx2ILYzs72_8hxV8w,american,4.0,145
R-biStUvl2zuhIQFk40GsQ,french,4.0,348
cyTzEAoT_LzIH4bCDKRC_Q,korean,4.0,1
ZxobXn7eEYDOzQKYHH9ARQ,italian,4.0,98
LB-5zqmok2NI0DLkkjJ9Gg,indian,4.5,56
iWiRGDphwDrXAQyEJL5KVA,korean,3.5,151
o5EIqc4LekAoeLHiYjzLqQ,japanese,4.5,159
Ui-3otfRs2yg7mPZOlVTIw,japanese,4.0,4
KBZQN540Xz6LbXLRVOMc0w,chinese,3.5,157
q1F09j4JFRZQJ2e11m7lGg,italian,4.0,25
kzmKTYkGLE5I-sAuY8mDGQ,japanese,4.0,5
Mx4jHwGh5ZFHRMyiWZ_xfw,chinese,4.0,34
YigPOZxASGQX1IniEyCp8g,chinese,3.5,139
tsTGTBrz2TqrYRgdr6vEJQ,chinese,4.0,37
7EAj8VJX_DoKlZdCJBE4Pg,italian,4.0,271
hQk1KtjFpixNv4UWyi0VAQ,japanese,3.5,46
TGP5gbAgml0IDRLGCpFnCw,french,4.0,658
J5MrB9UI0P0EKrgeL-2w4g,korean,5.0,1
noi4EYAFaINdGBdDLYNPvQ,italian,4.0,19
j0Q-yyxS2WiL3foCJEV4eg,indian,4.0,482
_w0pUAhC9Q6oBY936-CZ4Q,french,4.5,72
yTrOyErsdWtsPqqKqyTQ7w,french,3.5,23
eV_lsSEAjRWAxdlX44Omcw,american,4.0,227
PsLtQksvoTiFkkz3b8qD6Q,chinese,4.5,7
iQKKS_QwYcgrjFISuDClqQ,chinese,3.0,26
2KgB3l4gbxt4VJNMzwIkDA,french,4.0,89
eGfpa9r0aGtN3V8ZwgaOEw,american,4.0,277
lOF3G7_UGLslruiaRTCM1Q,american,4.0,12
eubzIlAbF-NHCgzREr3IaA,french,4.0,37
eSQFh8GZhPXQBL2XZ9i5mg,american,3.5,2
ScnFqJ8J-u-tCbdNJRZb0Q,korean,4.0,41
VMd81NxA5-NeangxcDs8Iw,french,5.0,1
TwxP5xU_xyzlf7SVzCnpuA,japanese,4.0,28
ambo5RFAp1bgZEkn0XAqmA,french,3.5,312
MJujLVpgnp35vImtC-Cdrw,indian,3.5,89
Fb8vIbK7jc_6cTDJ4tOKTA,japanese,4.0,380
qhvFdRNypRCdSg_inFe-2A,italian,4.0,704
WmK7GXwOnLSTRN1ocyUThg,italian,4.0,317
fp8X7ERa-0Ot_QD36I4ghw,french,4.0,190
-58--bg-KKUNArp18U4llA,italian,4.0,140
JEmM7BtsdCowfnGlf6wmyg,chinese,3.5,4
KIIYvTOc0Uv90aUHEGvoSg,french,4.0,355
aYKBz_mfKaintHAQiF4_2Q,japanese,3.5,22
6Guo-aozyLnQFtAuP8ZXZg,american,4.0,1798
sxv1oJxG8uu6u4tjKHiJMA,chinese,4.0,26
5F6DpNFFkc_ebdo2_u2wdg,american,4.5,59
Hv5v8y3fvu6PjPiFf4jPVQ,american,4.0,294
_ArDQIKj5qHgmwNnnIaIIg,indian,4.0,240
7X3hB3KtkHVKk1GZKAnlbA,indian,3.5,41
j69WHdRCVQTypfe7hQWauw,french,3.5,74
lOSLnTElmUVC_vCP0q23TA,italian,4.0,216
uiQ6p_3biJD5S4PrF58t_g,chinese,3.5,837
zg9Jrtx9rqTXeaqufSOxHQ,french,4.0,366
sySAZxvH4LvSGJRLmCP19A,french,4.0,261
LRgB2kEKtBxqIxNksTO_PQ,italian,4.0,485
mVfUyY8DRglUyv4pDT2bew,chinese,4.0,1
k6C1yxzWz07p6AYAV5pgDQ,indian,4.5,116
Jr8S-deYDqbDoo-eJI7nyg,chinese,3.5,26
hFmz7HH2og9hn7xNNv20yw,italian,4.0,256
GknCLz8E_mC211psEX8lYg,japanese,4.5,60
8cC-5C2jcNqgw5lW4S0Flg,chinese,3.5,20
AT8y2hH3zcALOhJPzb_hiw,japanese,3.5,216
FlD2KyaAIg-o8d8TzsOerw,french,3.5,119
oW25x1w-Zv6CmprrT_R4Hw,american,4.5,27
zYYx6zMrdWKJj623Y2ZZXw,korean,4.5,60
JI_teX5hC2rvHRbAo9JRTw,american,4.0,324
PHSsvGDW6Rh2pGWEDTrDew,american,4.0,304
5q0Q75_KEP19Eq2AWicJZA,chinese,3.5,56
7zxV9U7_SJ1npeLCkHUzjg,american,4.0,95
OD1CCNpXwUvXB9P6WkTy9A,indian,3.5,144
6xPlSpyxE3PLJVeRvt2BwQ,japanese,4.0,422
ucO0J9f1m7bIs1nQclzSeQ,japanese,3.5,23
CDBQ07xf7XcqnNh3_mGBIA,french,3.5,64
pS7aJrWCGRuVqflukwiFDw,japanese,3.0,13
1huzNAV8qnJYsnNco5XL5Q,american,4.5,6
NmJ2xtfZrscfWB_a5wEbXQ,chinese,3.5,162
qD7B0my-e0A0JjdDv6vaFw,korean,3.0,6
AI-xm8m5JmfNPUNH4pNnLw,french,4.0,286
vWEdeCMkv93KzVzjKqdvBw,chinese,4.0,14
ZOpnIsm7ihoO1gq2YmGdzw,japanese,4.0,241
XW3hRkVoOqNu2xRBienBNw,japanese,2.5,18
A_fZL0ir_actclrL-ePTOw,chinese,5.0,10
escMR9M42UsHQIglAz1pJw,french,4.0,291
KMrQFZY20m4-Dnu3VGltrg,american,4.5,102
wo2mD2d2ufdmM5FV0u139w,american,4.0,68
L02D3DmTwrkap-BaAfIg8g,indian,3.0,4
odUty0yRO2CFPYp4RckZlQ,indian,3.5,78
MHtbBc2np3sR7jiV9GphNg,american,4.0,280
He5DhOW-vf1WHjzQ_NMnTA,italian,4.5,143
l5RfUiZkTArExQxaiH0IcA,korean,4.0,11
GA5msU6NO9rQRctPfDJCBg,american,4.0,935
3xopDG55pZ6Z6UUAcGfxhw,chinese,4.5,6
1HBtCnBGBYoq3zaQUxTbmg,japanese,4.0,55
j-a8HUcsBJXHV2IfF786jw,japanese,4.0,233
obFs12x7mgYPGxgalBd22w,french,4.0,321
q2zD96VKoLobG_8_u21LaA,japanese,4.0,172
lMVP7UR2mySp0yg9_3HvbQ,italian,3.5,218
yauWDobtVPplAiACo1JuYA,indian,4.0,72
PBowYD8-vzqbv4yx0TilVg,japanese,4.5,142
d-5S-QRAB-jqsKBU4tqbsw,italian,4.0,7
VLQrI-Qua7Ok02fAAuwvAA,indian,3.5,16
x61Sizu7lqGPMGuKEGHo-Q,italian,4.5,22
33-QPyIiKzQmToFZ2sL6tQ,japanese,3.5,101
HYW2O2qycmFiGUNt_TlyPA,indian,4.0,191
WHXgDm3kcU-aONfjR8tX0A,japanese,4.5,184
BYnd0Kbkrjhz0CGKMF1lqg,indian,4.5,258
NgD-6ogFGc_c4z5_Ur4k2g,indian,3.5,1371
PccEsrdFfkB3UsVndMspLQ,italian,4.0,85
DU_DMCalguwdsnmLOJX3mg,french,4.0,292
Y33XuEV_ht25tXv7SZPKKQ,french,4.0,107
yIFI6afTRP-tBhY6WsUOPg,italian,4.0,27
4pVVwr83eAdQva81lY9ylA,italian,4.0,144
aJkb_Ek9iZJUKgH5-cu7wQ,japanese,3.5,76
BJn68qCExYQrPCT7CeOpzw,korean,4.0,77
DPOWubhvyzYGjLbVvbr_sg,chinese,4.5,122
QUedEYSv8w4QLsNhHCrJlw,japanese,4.5,64
woylrqH13UJgLHtZx49eIA,chinese,3.5,7
kS04TICXd1-0iZ4rgEWmvQ,italian,4.0,134
8NVN6Nldm7AGoGaABBZMRw,japanese,4.0,536
NIX9YFX1taOkm1J9IGuLqA,french,4.5,4
7hqT-a4DsckGJr-Mg7IztQ,japanese,3.5,107
ZOfk6Ao0db5icjc0WEq7zg,french,4.0,394
yBIxpidB7TzMRZogAucvfg,japanese,3.5,82
5UxJoqkdYrUEjArx8YITMw,japanese,4.0,495
rtucksGJ2MebjJ0PqjIPaw,chinese,3.0,55
uy7QmtN9Sdb8z5hm2_VZSQ,indian,3.5,172
RoPrfBqmRTqw_cBqcWAfYA,chinese,4.0,127
5u4T6-Z-KhHrRZ9g54pugQ,chinese,4.0,21
-BOAKHyKKAXE1WhuVpMFkQ,american,4.0,374
eNZ4VK4G9z5LPdG756pixw,korean,3.0,17
CP5zlAOYYne7uhzUC1LyuQ,indian,4.0,65
Wu9AymEM_RM2cnRPslVlIw,japanese,3.5,65
QV7OzZd6RsQjAkoxbHqEzQ,indian,3.5,150
-lDxXHNUNrwWUFnvnL_WSQ,chinese,3.5,25
wK19oQSdTF6lGKsjr9fJ-A,japanese,3.0,68
PInk3_IFkANrG8zXQHGfxQ,italian,4.0,42
21y8cakUmhd3g13nh0cq9g,french,4.5,272
v0hkLLp0W7Hdi0NOhuXvGQ,italian,4.0,36
B1BACvhK0JPOQ1LhNyz4Qw,chinese,3.5,10
