RestaurantId,Cuisine,Rating,NumberOfReviews,Prediction,Score
arBt9XpgCEe0bYyHv2k9Zg,korean,3.0,14,0,2.053576E-3
jQZu0WdLBYQZpdx3FDiOwQ,american,3.5,97,1,7.96363E-1
5pRxCYQppSq0czjFDN9X3Q,italian,4.0,183,1,6.706464E-1
PuiSQqVdC38FhwXtWOPJzw,japanese,4.0,194,1,5.629325E-1
jCaV9Sc_I5cdveSsJ6gZFQ,french,4.5,69,1,9.980684E-1
QlQCQ_zhlVODZavGpPqrzQ,korean,4.0,762,1,6.44995E-1
ihplCj2HKWR7z-bBKf8Nzw,american,4.5,135,1,9.995408E-1
AjlmpAQV8W4--y0EksO-9g,japanese,4.5,277,1,9.984304E-1
NiMLFWCL65B_YFUAW3yo_Q,korean,4.0,2,0,4.907194E-1
aBcQo4Xy-Lcf3JfVcn94XA,japanese,3.5,995,1,6.541159E-1
421KUeGiejZVAZYu4QhbCg,american,4.5,9,1,9.994104E-1
w7iv-eE7jCNKV9EBmRdkVw,american,4.5,193,1,9.995378E-1
TxaxeiUqQqcFrWrerNqgXw,chinese,2.5,33,0,3.318674E-1
ghzJoyW2FcEzWoXCMx95zQ,french,4.0,53,1,5.438321E-1
Cm_knZN7W1MaFEp8MkBBSA,italian,4.5,63,1,9.984046E-1
XfHgiIsoo1Pr_v04bx9ptg,japanese,4.5,72,1,9.977196E-1
us2cegdaGlJRLbSLZsu54w,japanese,4.0,92,1,5.023544E-1
T1k1t6NCxNa_2EZ1Sl-heQ,indian,4.5,96,1,9.984598E-1
ZgU1Jmw9Itx_bEveDXtiFA,american,4.0,129,1,7.612632E-1
KxOAVoyJ55G-gEQqhnBpAQ,japanese,4.5,11,1,9.977196E-1
xKZSIBaGkXX7ppIceuhiQQ,italian,3.5,246,1,6.265987E-1
lhfgFU9cQIquGaLpSi4r6g,indian,3.0,5,0,3.184241E-3
ntQ7O1YPMIOrQkynhXRBVg,italian,4.0,103,1,5.908161E-1
bT4CDzyhV-frXV6ijvXnvw,korean,4.0,456,1,6.687091E-1
tT6teP3ZfCAfvdPdDoqG4A,japanese,4.0,613,1,6.421406E-1
LX6h_ZSXbepENLa3x_Zdmw,american,4.5,12,1,9.994104E-1
sX1YVKCSXqp03HdUm7iBZg,american,4.5,28,1,9.994104E-1
nVNLmnYK3cBPDSBx3qKq-w,indian,3.5,103,1,5.993214E-1
yk-urU0Zz41LiTS2ZBZf1Q,french,3.5,96,1,5.438321E-1
__r8_g1cgDaiDn10cGeJ3Q,chinese,2.5,29,0,3.318674E-1
24Fe99IbeFWERDVN7QGB4Q,italian,4.0,157,1,6.706464E-1
fqr2YzqzG7q1ZsuP2klxww,japanese,4.0,173,1,5.873903E-1
HV8xairb2qct7wSHqNwqXw,italian,4.0,94,1,5.908161E-1
UtrW_dBuT5aqxSzx0FUICQ,korean,3.5,240,1,5.282663E-1
AR_0QV4O12sHojkky_IMkg,korean,4.0,113,1,5.660706E-1
1htK0vS5FAHaXXtpAQperQ,french,4.0,213,0,4.674654E-1
r4D_1Jzw1Bl-iUYbEGwT_A,french,4.5,200,1,9.984854E-1
tRZcEKBNNwiZw1_Px_POag,american,4.0,259,1,8.196575E-1
qikiQkcPe40utb7uKDJMHQ,japanese,3.5,155,1,5.873903E-1
YA2VxHRtyHsHks4ZMQ4qjg,american,4.0,107,1,7.96363E-1
CfFjKWynWAFLO9mUTxe4Zg,italian,3.5,244,1,6.265987E-1
2T39G7td_tFbo4pJ6y_1PQ,indian,4.0,127,1,5.494725E-1
raelHbSJ_gTo701c-KyXWg,japanese,4.0,1535,1,6.548782E-1
EF4M55USa1ZNy1rP5Kuk2w,french,4.0,314,1,6.888917E-1
j9uuXTmbt4JCphSVg5DpgQ,italian,4.0,92,1,5.908161E-1
IYlO-XRwjZlUl0yoKY87cA,japanese,4.0,150,1,5.4466E-1
m_BTgSsjn8T881XxMMmDuw,indian,2.5,3,1,5.993214E-1
DpfE0gPBXj-aj2pnEh4E2Q,chinese,4.0,100,0,3.318674E-1
5z17B673aI4MSWkKB1DsjA,italian,5.0,33,1,7.477525E-1
vakXD04_SQRt6gPKZJlHAw,indian,2.0,2,1,5.993214E-1
4hukJNoy9F2ILYJZWl4Xlw,korean,4.0,302,1,5.834879E-1
MmXZLVwWcYugi_TXSHmjeQ,japanese,5.0,155,1,7.450737E-1
mOP2_wjgUMqELKDL1Y-U-A,chinese,3.5,402,1,6.008473E-1
WzdVUuFIv1JzLPTZRnTjVA,chinese,4.0,175,0,4.119326E-1
LpQIn07liSugCw3IIQNyvA,indian,2.0,4,1,5.993214E-1
1EZRvi0aGxpPfXq2EkUtBw,italian,4.0,124,1,5.4072E-1
ZlNDeVv6UJ1cGzcSoypVOA,japanese,4.0,56,1,5.023544E-1
i4cyV13lYIS4mcJKZW75cA,chinese,3.0,38,0,1.059665E-3
qixCJxFFrsthp8mgCy1_Zg,french,4.5,245,1,9.983375E-1
6lUsFj0KCao678o9L7QwUw,japanese,4.0,1044,1,7.037604E-1
_O3q6PSXNoPapUar-RVXPw,chinese,3.5,11,0,3.318674E-1
SxKvgnkMMZdhBJcxxKQnww,japanese,4.0,989,1,6.541159E-1
FR_E9_Z3WG5HjeIUyTKSWw,french,4.0,88,1,5.438321E-1
y-y2rMiSf5alNXMJTpTuDg,indian,3.5,138,1,6.576335E-1
3OT1deSiIYhrcXWJ1sD3wA,chinese,4.5,30,1,9.953763E-1
HV5DMBmEpQ_Nu6NSekJquA,italian,3.5,197,1,6.481676E-1
u6pOaAP5NwJXXXwykVrGvA,korean,2.5,7,0,4.907194E-1
V-FCEicobl5Su-R7EVJQNA,italian,4.0,1289,1,7.315873E-1
MvmuCDXPliFUYJ7B7Y02AA,japanese,3.5,981,1,6.541159E-1
kWJF8L1u5jdlkLBItUu16w,chinese,3.5,631,0,4.689146E-1
0TQtFdpz_JX37HN1l_kZnQ,korean,4.5,2,1,9.976112E-1
qyZp6Anr6ypCR8RNXXpa6A,korean,3.0,1,0,2.053576E-3
5-om40_nCn9-TxnGRk67uA,indian,4.5,62,1,9.984598E-1
GqTgQEqwf3k5JyE7DHDhjw,italian,4.0,487,1,7.416803E-1
kb8XwDiipKL2xGVW2tj63Q,indian,4.0,129,1,5.494725E-1
BNdEbtO1rjCulgqK3zDnyQ,indian,3.5,135,1,6.576335E-1
w5B0FmQoEOoeURoFuguh0w,american,4.0,120,1,8.411327E-1
NeokAVr_On12_Qz3qy40yQ,korean,4.5,2,1,9.976112E-1
XvcRtA3pD6gpICLsdsQVbA,american,4.0,95,1,7.96363E-1
Z-hDHjP4Eza6BA4G97tzVA,american,4.0,545,1,8.780623E-1
TAm8Eauo0NQNHpjOAWXo2A,chinese,3.0,12,0,1.059665E-3
AOv3W98NlagTNKP2zxKkLQ,korean,4.5,3,1,9.976112E-1
q3_FgDWWuXcVGiNuo_OPBQ,italian,4.5,91,1,9.984046E-1
rphJgrQfcR1wOOKjyHzGeQ,french,4.0,268,1,6.341389E-1
LqL-SEhj2m19dWBz0q-vqA,chinese,3.5,22,0,3.318674E-1
6xFL5H9cVU2sAmEHZVI0gw,japanese,3.5,117,1,5.774665E-1
WPi8dtuetzDN7EXNJoR7dA,chinese,4.0,1,0,3.318674E-1
KEBKGGGkDhnuYdKrjzZblw,korean,4.0,66,0,4.907194E-1
Mi_Sanw4buXOutZrMxy4Fg,italian,3.5,393,1,7.542065E-1
bw3D2i2su6PxCU6bsZ95tA,french,4.0,42,1,5.438321E-1
x9ADy3a--S_6Oqn_1KLipA,korean,4.0,921,1,6.435112E-1
1A3m0-dOhF2PKRU_8S2YYQ,french,5.0,1,1,7.099417E-1
G1HUAEpZcNHXO1V1gLoASQ,japanese,4.0,82,1,5.023544E-1
k1pKlK5G5LTv5Y-hT8ni8A,french,4.0,68,1,5.438321E-1
OOqlvJmCYotjLAWglgB58A,french,4.0,18,1,5.438321E-1
BcOuqkUniZJG5NLpdzeOYQ,chinese,3.5,51,0,3.318674E-1
4Kv4EVmrQ8TdlSD7MW0wHg,indian,3.5,88,1,5.993214E-1
eyjeP9CJZ_gYgeJFP_vtpQ,japanese,4.0,57,1,5.023544E-1
Hm08ax_3XYLp_1XUXlAOmQ,french,3.5,161,1,6.270424E-1
-T_5QJwgPMxfXTeOmpImsA,japanese,4.5,112,1,9.983146E-1
ndd1BQLqFINytM4kbkCjgQ,french,4.0,305,1,6.136666E-1
D_3MGvklV55AAciP9dHttw,korean,5.0,22,1,6.642283E-1
Kz7hn14j6KXf_gYeC99rUg,french,3.5,312,1,6.888917E-1
rl4oh6gazLodmf09MbMjFw,japanese,4.0,25,1,5.023544E-1
Neiw4AB_s7BpLSxyUrSXBQ,japanese,3.5,96,1,5.023544E-1
hevbe9F6sYPguKO5whPSlA,indian,4.5,40,1,9.984598E-1
_hIxEP_Wd13cjNJ1tcf6KQ,chinese,3.5,29,0,3.318674E-1
r2nIYBSyXny1-7XvsL2PVg,italian,4.5,84,1,9.984046E-1
s8W7-_v13OFJ-671FpL23w,japanese,4.0,142,1,5.4466E-1
o2z5T8jD7p3kauFwjt_WNw,chinese,4.0,12,0,3.318674E-1
GVaTZnN7a-DkrK57l7BbGw,indian,4.5,41,1,9.984598E-1
vhzkJobCGQ9cA93k19gbkQ,indian,3.5,42,1,5.993214E-1
0ePn6TQSJQky4ueKeGQvpQ,japanese,4.0,491,1,6.49614E-1
QK4oWeb8EItwV5U3YH_R8Q,indian,3.5,74,1,5.993214E-1
isIFCDLE3VIDJcqhVy_klA,korean,3.5,494,1,6.389475E-1
zRhDhbutGwC9KY_U_5VYdw,italian,4.5,53,1,9.984046E-1
e4V1FyyinsugJiNYlPbjRA,korean,4.0,6,0,4.907194E-1
qbEuBOWUXO2s-C28xJ0tOQ,french,4.5,96,1,9.980684E-1
XXD9wgu9ns4_BFKubKJ5eQ,korean,4.0,49,0,4.907194E-1
c06A8F4Z3hP5tJ2VetxCjA,korean,4.0,958,1,6.435112E-1
2Nwmd7-1d1rI6lb9QSSYYA,italian,4.0,70,1,5.908161E-1
4eGCuMwKRCCrYHOobEsFpA,italian,4.0,147,1,6.311236E-1
Hc0p6xWxJthMZIlckFzgZA,french,3.5,177,1,6.270424E-1
xUD5j3fq3CExLfyV-GhHPA,japanese,3.5,508,1,6.612857E-1
98SsKXNs37ohAQERZbBPJg,chinese,3.0,55,0,1.059665E-3
2Fpw5OH9TCEIrBuHmN3rGA,american,4.0,144,1,8.225055E-1
5NyOV1yaipv9FpiHRriDwg,korean,3.5,16,0,4.907194E-1
HUEj_yVB1E2mNNxW5PqUtQ,french,4.0,94,1,5.438321E-1
iYh7mB7PDd5ZvZZ4lFPF1w,indian,4.5,67,1,9.984598E-1
L0CK1zBZe5IaAkRNyJ0-QQ,korean,4.0,17,0,4.907194E-1
FJepPR5CYRggxRwAjlqg6A,american,4.5,89,1,9.994104E-1
o5HNVvccTdsiGjT4Pubddg,american,4.5,217,1,9.991994E-1
zLNOCv3hmzPNO8pchYdBpw,american,4.0,290,1,8.504266E-1
e8EW89rpbE1G2Ev41yypTg,japanese,4.0,81,1,5.023544E-1
OMv26_R8kaek1G7_QhBPkg,french,3.5,339,1,7.726239E-1
N7Q2g_k38wOUwliyReMRCw,american,5.0,3,1,8.892435E-1
QO7uVBk49X13JFJfh8emVQ,chinese,3.0,37,0,1.059665E-3
yH6t1JWcwkdWG4CS5KPvow,italian,4.0,1354,1,7.315873E-1
KFmlknh94aV5MjFpZtsVqA,chinese,3.5,37,0,3.318674E-1
g6QOBY2bmEw5CKfiZ43egQ,american,4.5,25,1,9.994104E-1
38YuedP0ItlKbC-ncJ1XCQ,american,4.0,368,1,8.795042E-1
kpXDpjPKLKMjvCne8cEAjg,italian,3.5,266,1,6.773402E-1
A8zppFZvBDGUKRSUrzJWMg,french,4.0,375,1,7.080536E-1
-EXo8_SFLvSpdKzGTKqiAw,korean,5.0,1,1,6.642283E-1
VxouUuPQkyZ67qOWJ-aLvw,japanese,3.5,68,1,5.023544E-1
l_jZX0IQqHzCwC_7KcKS7A,american,4.5,175,1,9.995818E-1
EJPqwdHlr6smIgI5SFP6vg,indian,2.5,2,1,5.993214E-1
NWrxzYEmv48RRzgh58budw,chinese,3.0,4,0,1.059665E-3
yXwzpfdsDQqg9k5odYonFw,italian,3.5,115,1,6.615712E-1
bxju4seaE8hE-HpLrBomgw,american,3.5,364,1,9.031469E-1
ywAq9nvr9jX1S7-_HjA5ng,american,4.0,62,1,7.96363E-1
hdiTkEnD14VpXNl-APTg2g,japanese,4.0,89,1,5.023544E-1
L1gBXF7Ux5mUmDQ0qpOMkw,indian,3.0,4,0,3.184241E-3
UiBQ8Uyu4wfOtEM1Rr8ycA,chinese,4.0,403,1,6.008473E-1
til9hZedX5st86EamUudMA,indian,3.5,127,1,5.494725E-1
52tGj_mESixieiWsp4_pOw,indian,3.0,22,0,3.184241E-3
73ORfmj4Et2DVWtroer50g,japanese,3.5,256,1,5.398479E-1
cZAh6BzEeMI5fofWeDvuhw,japanese,4.0,139,1,5.645245E-1
zDiKwE9LPwWo9k2kdwMEZw,indian,3.5,210,1,6.561745E-1
_HXbBN8PlW_Yjl_SFyiNtg,american,4.0,64,1,7.96363E-1
Nt7vyXyaxnyXpP4NNgrSvw,indian,3.5,609,1,7.266888E-1
e_Ee9lzCrTTjghDepvbM9Q,indian,2.0,1,1,5.993214E-1
N6GRJhXLt3LTA-DbI4g91w,indian,3.5,26,1,5.993214E-1
O8-3tePMQIB4Kv_-JCrM9g,chinese,3.5,5,0,3.318674E-1
1-7C5Kv8B8PiIbfL3_uHlw,japanese,3.5,319,1,6.521676E-1
3D6UAhoKnF3A03rX_v5ngA,french,4.0,357,1,7.517423E-1
dSwUPtfJSbqgqfSzVNqDrg,american,4.0,18,1,7.96363E-1
5RjZCsXuWPclyrDsnsXw7w,chinese,4.0,100,0,3.318674E-1
oQTe8QrqH3FoBjasH4nMNg,american,4.5,94,1,9.994104E-1
wPymJMA9Esa2i6HVdo-VNg,japanese,3.5,128,0,4.514829E-1
fKsGFEKMD0e39B7SW-G8xw,indian,4.5,8,1,9.984598E-1
hV26aNvpfq5g34SI6_gvJA,italian,4.5,159,1,9.988682E-1
FH978pIP1TLRuPAH-MbWIQ,chinese,3.5,1945,0,4.802903E-1
HfJhenvKDi-ds8SUJFwrLg,japanese,3.5,3834,1,6.264811E-1
1VulIvaA95_ZjBIs1O0sxQ,japanese,4.5,100,1,9.977196E-1
ucPJv4Xy5A9RsqxsOk78xw,korean,4.0,85,0,4.907194E-1
xhuDOqY9G5mPuSqBnMCaYw,french,4.0,307,1,6.136666E-1
mIhqKMgru4002wfrVW-Gfw,french,4.0,1206,1,5.387372E-1
17OE3Vgm-QN98Ro0AS-A3g,italian,3.5,163,1,6.706464E-1
wXiIxbnFRaFBS9RI4wJrdw,french,4.0,126,0,4.929207E-1
MHuhN-URZQ22Anrpu6juhg,indian,4.0,86,1,5.993214E-1
HPvz-PHt2PYWV_X9eQSlnA,italian,3.5,377,1,7.460225E-1
yoGoH-1kDWMrQBI95ITo4A,japanese,4.5,60,1,9.977196E-1
i6RhqnCJ_oUfTu5LikGXUg,japanese,4.5,13,1,9.977196E-1
a1M98M-JNpWaY4NmRDxqhg,american,4.0,151,1,8.225055E-1
rzE_duqZUMHwBnHJe1BauQ,indian,4.0,79,1,5.993214E-1
FeSynfcDT4qB2kDixHUQCA,french,4.0,842,1,6.220632E-1
zITa5nzzwjxTg9zPMaXYvQ,french,3.5,376,1,7.080536E-1
PF9sOfpRWjQGviligM-lww,indian,4.0,5,1,5.993214E-1
u-MUL83NUy2gsbV80WZnAA,american,4.0,629,1,8.742384E-1
WYC5bDFrwYKsc36w3SWfUQ,american,2.0,1,1,7.96363E-1
sAhSxnsrDuCXJOpoJcJ1fw,italian,3.5,134,1,5.4072E-1
lTa_the-LGQxdwKhwfwVyw,italian,3.5,197,1,6.481676E-1
GRhA1hH1edG48tj2T5I6CA,american,4.0,100,1,7.96363E-1
nBy8KtcUHktPFKw-VClG1A,italian,3.5,53,1,5.908161E-1
XjPfgkSP-RDEkq_ox8fE3A,chinese,4.0,32,0,3.318674E-1
zXuwcp_d3h6fVa9CarmWzw,french,3.5,209,1,6.033478E-1
e4YHihk1HFJ1EB7oD7dKDw,french,3.5,107,1,5.438321E-1
0yg9DS4RDceQ6HgH3Jx80Q,american,4.0,158,1,8.465099E-1
JNHDAZSepY_5oT1Hmpx3LQ,chinese,4.0,18,0,3.318674E-1
584s3OuGN7rVLZDXQ40r7g,american,5.0,1,1,8.892435E-1
FEPObR6IYWOFapJDwFhGTA,chinese,4.0,8,0,3.318674E-1
7lv8jYYurEBFRglhPYALkw,japanese,4.0,261,1,5.947537E-1
Q4lFkP8mC4PLnPErm3ibjw,indian,1.5,6,1,5.993214E-1
KBI0MmqaD0DBrzOgS_upqw,japanese,3.5,14,1,5.023544E-1
KB7-1nNULVzh-DO8SF6lKg,chinese,3.5,158,0,4.119326E-1
0gPXct_l_82phIEoKdtWZw,japanese,4.0,129,0,4.514829E-1
qEbymH1mLayEkpDf4J1moQ,french,4.0,53,1,5.438321E-1
YC-wGlO0oOkEIaCEDZv-ag,japanese,4.0,1158,0,4.972246E-1
7DUPGtHqVZHJ3yIufbWLsg,indian,4.0,493,1,7.331305E-1
yOW3kGkOUHvWhh2vRn8sfQ,japanese,3.0,30,0,2.151207E-3
P2bxlKAmRWZIpHdJ_JT3fg,chinese,4.0,590,0,4.689146E-1
uby3glEc0Brt9LAoCI0WTg,french,3.5,724,1,6.921131E-1
IH7POsW-7u8REmanJAWDug,japanese,4.5,166,1,9.983819E-1
P4hm-IKNMbBbtfWSvPf25A,italian,4.0,2638,1,7.058001E-1
acXWoQ2wZnpzRV-0V58YTQ,italian,3.5,209,1,6.481676E-1
ayw4_D-wSCIr-xcJ3_aZ4A,chinese,3.5,30,0,3.318674E-1
SprPbseDvZBcWCfh_ZZt5g,chinese,4.5,5,1,9.953763E-1
9heTBCW1DDAKyO0GrY3Nxw,indian,4.5,122,1,9.981118E-1
HZWHBfeuP4Fb6y8b8uqnbA,japanese,4.0,1482,1,6.53995E-1
sMoKKcyUslHmHe0NmCYgfg,indian,4.0,207,1,6.561745E-1
n1xpGOPa7XRq4or7QLjzHw,japanese,4.5,104,1,9.977196E-1
dSZH0XgoZ-AT0qezA9Xx-g,chinese,4.0,14,0,3.318674E-1
gAugxpTjPNbMK86dvXirJQ,chinese,4.0,26,0,3.318674E-1
Lw044EfH1h3XhUhri3ExfA,french,4.0,365,1,6.899332E-1
k2p78r6NOhYYb_5QOORGcA,japanese,4.0,127,0,4.514829E-1
yb9o5T88FPUXYOzxyXlUcw,indian,4.0,202,1,6.561745E-1
nPF15WmOjFFZu1Uad3tUMw,french,4.0,37,1,5.438321E-1
IxwuIDcpRa7EpQs7V481Ww,italian,4.0,117,1,6.615712E-1
I9ScToNzfcM8mS8GpG8sTg,american,4.5,51,1,9.994104E-1
Lm8_nGWG8CJM6PZYzZzvug,korean,4.0,71,0,4.907194E-1
wjIyCBEpCG_HRp8veiI0YQ,japanese,4.0,674,1,6.442093E-1
FON3TceJNsTC0I0mzBwOKg,french,3.5,992,1,6.907318E-1
889z8wsV9R1X2CAp63wrsw,italian,4.0,116,1,6.615712E-1
cUNFGQB2I3GI_vqy2OBW3Q,italian,3.5,198,1,6.481676E-1
gsZUN1Vtpd3P7rdvANbrmg,indian,4.0,136,1,6.576335E-1
IiIzeFqe4tJiHaAWyw7ddg,american,4.0,284,1,8.504266E-1
zOOTRR3jECoUwagYA9QGVQ,japanese,4.5,19,1,9.977196E-1
1gk8TCOubwKmGJZWxVRmQQ,french,4.5,57,1,9.980684E-1
2pnhIRBUw58PpN8CQEYiZA,chinese,3.5,51,0,3.318674E-1
eMMF_kyHQIrX_An67wYcpA,american,4.5,40,1,9.994104E-1
a93NwZxjkPQydJxR42oPyg,chinese,3.5,14,0,3.318674E-1
ePVlFbTzdVQFWie__kdplg,chinese,3.5,341,1,5.86049E-1
x7hsZRd_MyrUgAW91FM9qA,american,4.5,276,1,9.995944E-1
EXEDl7BOLZksz3Uy_RVFhw,japanese,4.0,247,1,5.398479E-1
01eI6pT0doZiu0nm-Gl7RA,italian,4.0,358,1,7.857486E-1
977Z9T2iZel4JV30G0aLIg,french,4.5,70,1,9.980684E-1
WoAvunLY0_L0ix8Vgit8gQ,american,4.0,151,1,8.225055E-1
S5VN-lFmTdI5VVQ0qFyfCQ,chinese,3.5,15,0,3.318674E-1
7MzisfVMYsZYTFJv9Unpzw,japanese,4.0,292,1,5.947537E-1
jwO3r6QVi_h9KxUFYetKuQ,japanese,3.5,183,1,5.873903E-1
ORLEaDESAXztvS5yYYW0oQ,american,4.0,99,1,7.96363E-1
T2fE7hGS83Ba-QNCOqbK4A,japanese,4.0,256,1,5.398479E-1
3V20VbC45XL4TBYTL9DrOg,french,4.0,144,1,5.855209E-1
6hw4ibsutVoMl_RK0aAJ7Q,french,4.5,84,1,9.980684E-1
yx8cpBwPttpdBvm4V1EawQ,indian,3.5,155,1,6.783955E-1
VQ5YGa4L4AT3ugF61hM9qQ,chinese,4.5,13,1,9.953763E-1
LjzcvSy6vNQYDhSO5eO3-Q,japanese,3.0,83,0,2.151207E-3
a-gG1ZBVBM1VJ-Y9JLUnhA,indian,4.0,292,1,6.850058E-1
fL8LOuVbCzop2I9cGVvEUw,japanese,4.0,194,1,5.629325E-1
w0pDi_iMZd5MqYQ7t5q1dQ,chinese,3.5,43,0,3.318674E-1
P-XnPhzdGbgbMYIcS0cpTA,american,4.5,93,1,9.994104E-1
iPLXtSD442PQXnlC5jAqbg,italian,4.5,55,1,9.984046E-1
BPZfuPvSxCfoppU4lPFm0Q,japanese,4.0,559,1,5.909729E-1
ca87UUQLsgjbVvHWg8Su6A,indian,4.5,166,1,9.989074E-1
JYNBy2r3LVhJbLHE1bASfg,american,3.5,1288,1,8.806991E-1
UIEeOn92c5TYtGjjRJiQzw,american,3.5,28,1,7.96363E-1
FscXu9Lut9UA8ItjPY8WIA,american,4.0,90,1,7.96363E-1
DY2wlHlgC5eHITs-d5rT4w,american,4.5,43,1,9.994104E-1
_4UvguU5z2hMsHXlYedFXw,chinese,4.5,24,1,9.953763E-1
xfteqQMPBB4VKnIv7dfhSw,korean,3.5,116,1,5.660706E-1
568WjrSYMqd6pnYQP6rACQ,french,4.5,138,1,9.984952E-1
dMrF98GlFYIPKYY5NVZHbw,italian,3.5,575,1,6.739074E-1
03-WCL7HaShHkS5kAk6lVg,japanese,3.5,448,1,6.566294E-1
QNYqjEyw9xEYRzzQ0OLCSA,american,4.5,53,1,9.994104E-1
iYROkn7nIyKHe81AI93IIQ,american,3.0,65,0,8.282658E-3
I2VuFUqQx-L1jC49Aa0F0Q,korean,5.0,1,1,6.642283E-1
gk9TTbVQxBPMRm66xR9l6A,japanese,4.5,57,1,9.977196E-1
7T7L3GgX_rA88SlCfd0QBw,chinese,3.5,180,0,4.119326E-1
qx0CdTCbAM7Dzas1naOaeA,italian,4.5,49,1,9.984046E-1
S-aX_Pz8F7nDL6kRThKcHw,chinese,3.5,419,1,6.008473E-1
RAejT6MPqqpprhgiCDdyJA,american,4.0,173,1,8.465099E-1
YTjUhZh-5IaNsTvzHsOUQQ,chinese,2.5,5,0,3.318674E-1
F3dTT21cnXG3dB9vGQe9MQ,indian,4.0,1,1,5.993214E-1
rJfGgBleDYCVq2rkBr_w-Q,italian,4.5,154,1,9.988682E-1
0zvo5YGRwC8FB7zwHi_Wig,japanese,4.0,158,1,5.873903E-1
EU47dsc_vvByG3qPIMyRog,italian,3.5,72,1,5.908161E-1
vHHVrNOhGDCbqzpYgKcUYw,indian,2.0,2,1,5.993214E-1
vkgl6UT8e7PXoVZUhxXq8w,chinese,3.5,31,0,3.318674E-1
kMxXLrASxsbmS-ZzAaBe-A,american,4.0,471,1,8.830939E-1
yeHeRp8d1Ag5G4M96SfxpQ,french,4.0,205,1,6.033478E-1
GJLmvDiW6qRYqpE2XBI_kA,american,4.5,22,1,9.994104E-1
OSogv02W603Y53mtjewFDg,korean,5.0,1,1,6.642283E-1
dYPY-6cpPIDWYkdWvM2N0A,korean,4.5,52,1,9.976112E-1
7wJTUI8NmBNmZoN4zrXCPw,korean,3.5,190,1,5.514492E-1
NMCUMp39CPenji-UbFnuCA,french,4.5,106,1,9.980684E-1
uDJw4dQiySoNCBoUalW1Ww,italian,4.0,480,1,7.416803E-1
V_6vz43QxigVJS-afdbtoQ,american,4.0,262,1,8.504266E-1
_00YTCiVAS8JBkxv3sahtw,indian,4.5,4,1,9.984598E-1
_riKxC9lqWhUyEyU8K1ESA,korean,4.0,66,0,4.907194E-1
2Q6-R8l_ecJNPmmHA9iIkA,italian,4.5,12,1,9.984046E-1
KfHwEsirvgNwqqSSIZ4Kdg,french,4.5,55,1,9.980684E-1
G7q-j75lbAupFSE1IwPHkg,korean,4.0,12,0,4.907194E-1
_Hig4rf_SEAhq13eBdJ4CQ,indian,3.5,302,1,6.850058E-1
jYhbUh1TV7SCfPxjIhVpcg,indian,4.5,92,1,9.984598E-1
g0T2an8hOp7VthlWVaOg_A,japanese,3.5,25,1,5.023544E-1
j7fFfjr8rIqXjfEJ4FUs2g,indian,2.0,5,1,5.993214E-1
ApjmgPwYXgrb0JurjQZO4w,chinese,3.5,34,0,3.318674E-1
nSk_zCJESMKGLHyJTPPlZA,italian,3.5,229,1,6.366415E-1
63nYipWuA42RZmESBMUNkQ,american,4.0,530,1,8.832247E-1
tv7txK8qz0q4YBYZEmmaYw,american,3.5,397,1,8.925973E-1
mYu2soE6QEUYvIth0KL9HQ,indian,3.5,34,1,5.993214E-1
7j6CGUCw93gEsYqSetCstw,japanese,4.0,301,1,5.947537E-1
jG3XHl8Bkw5KEwAI93ciVw,indian,3.5,424,1,8.192666E-1
JCewNUA2d-CHcVwz8ZbqlA,indian,4.5,69,1,9.984598E-1
lAe8o_RXnUSFYzBV8hZkYA,japanese,3.5,206,1,5.629325E-1
NzcI2h7qA-_edSaw0Jta4A,korean,3.5,250,1,5.282663E-1
zOTRYxeyHl1vRMyDkzGqog,french,3.0,86,0,2.539588E-3
R-dUNNbtE0gJtK5iYjARJA,japanese,4.0,181,1,5.873903E-1
MnjB_RIJG0sDTk7dGggA4w,chinese,4.0,10,0,3.318674E-1
wjZ1xFwTqWtILiYr5zLDHg,japanese,3.5,11,1,5.023544E-1
xBxMLI3T1Yw-CNwpUT-0rw,korean,3.0,40,0,2.053576E-3
1J_KV9SicsnyXYdH3uprIw,italian,3.5,185,1,6.706464E-1
VF3Ep2NQN8FqSCV8ySulSA,korean,4.5,88,1,9.976112E-1
DNSFvZtdsqkaidmFSpm-Jw,japanese,4.0,140,1,5.645245E-1
0frCoaUJ_XWiz1BXiHBcwg,italian,3.5,222,1,5.153047E-1
wHHKg9wg30HuXCwgbmoJPQ,japanese,4.0,25,1,5.023544E-1
mSFyMRKDLF8DOwOEhV35ow,italian,4.0,78,1,5.908161E-1
CflDIalFPdd7U3-fcq4Lkg,indian,4.0,16,1,5.993214E-1
IJg3TdXz8IzKTfcspmr8MQ,indian,4.0,744,1,7.382467E-1
zb78ua-FlfFRj8v082giBw,chinese,3.5,93,0,3.318674E-1
GcLvmAPTKDHGvXx2qAhqtQ,japanese,4.0,350,1,6.450044E-1
d_TC6Om2EBTzHVm_lCgNtg,chinese,3.5,1092,1,5.38946E-1
YE4pvo8ectzEaRYGqUgFcA,french,3.5,238,1,5.808082E-1
0nPCpOj_okwdhrNcSL-Ztw,indian,2.0,4,1,5.993214E-1
D-3KVI4IlQckxA5HMb81Kw,chinese,4.0,17,0,3.318674E-1
zrjxk9o02-fs-hMcrAyaRQ,korean,3.5,254,1,5.282663E-1
